assembly_version	biosample_accession	bioproject_accession	organism	genus	n_arg_occurrences	n_plasmid_args	n_chromosomal_args	pct_plasmid	n_distinct_families	n_arg_bearing_replicons	n_arg_bearing_plasmids
GCF_023573785.1	SAMN28095483	PRJNA835045	Klebsiella pneumoniae	Klebsiella	18	14	4	77.778	13	3	2
GCF_023573805.1	SAMN28095482	PRJNA835045	Klebsiella pneumoniae	Klebsiella	24	18	6	75.0	20	4	3
GCF_023573825.1	SAMN28095481	PRJNA835045	Klebsiella pneumoniae	Klebsiella	13	7	6	53.846	12	2	1
GCF_023573865.1	SAMN28095479	PRJNA835045	Klebsiella pneumoniae	Klebsiella	16	14	2	87.5	15	4	3
GCF_023573885.1	SAMN28095478	PRJNA835045	Klebsiella pneumoniae	Klebsiella	16	10	6	62.5	16	5	4
GCF_023588825.1	SAMN28596439	PRJNA841464	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_023611805.1	SAMN18435556	PRJNA716383	Pseudomonas sp.	Pseudomonas	1	1	0	100.0	1	1	1
GCF_023612215.1	SAMN13968567	PRJNA604394	Klebsiella pneumoniae	Klebsiella	23	19	4	82.609	23	4	3
GCF_023612335.1	SAMN16675406	PRJNA674815	Pseudomonas aeruginosa	Pseudomonas	5	0	5	0.0	5	1	0
GCF_023612395.1	SAMN18062624	PRJNA579943	Klebsiella pneumoniae	Klebsiella	18	14	4	77.778	15	4	3
GCF_023612435.1	SAMN18062622	PRJNA579943	Klebsiella pneumoniae	Klebsiella	5	1	4	20.0	5	2	1
GCF_023612495.1	SAMN18091014	PRJNA705514	Enterobacter kobei	Enterobacter	4	0	4	0.0	4	1	0
GCF_023615425.1	SAMN28788531	PRJNA812595	Klebsiella ornithinolytica	Klebsiella	5	2	3	40.0	5	2	1
GCF_023650835.1	SAMN23799605	PRJNA787408	Klebsiella pneumoniae	Klebsiella	16	12	4	75.0	16	3	2
GCF_023650855.1	SAMN23802440	PRJNA787416	Klebsiella quasipneumoniae	Klebsiella	17	13	4	76.471	15	3	2
GCF_023650875.1	SAMN24967284	PRJNA797191	Enterobacter roggenkampii	Enterobacter	7	6	1	85.714	6	3	2
GCF_023653925.1	SAMN18537421	PRJNA718517	Klebsiella pneumoniae	Klebsiella	7	3	4	42.857	6	2	1
GCF_023657615.1	SAMN28703774	PRJNA843104	Klebsiella pneumoniae	Klebsiella	19	15	4	78.947	17	3	2
GCF_023657635.1	SAMN28703773	PRJNA843104	Klebsiella pneumoniae	Klebsiella	27	23	4	85.185	21	4	3
GCF_023657655.1	SAMN28703772	PRJNA843104	Klebsiella pneumoniae	Klebsiella	24	20	4	83.333	19	3	2
GCF_023657675.1	SAMN28703771	PRJNA843104	Klebsiella pneumoniae	Klebsiella	27	23	4	85.185	21	3	2
GCF_023657695.1	SAMN28703770	PRJNA843104	Klebsiella pneumoniae	Klebsiella	27	23	4	85.185	21	3	2
GCF_023657715.1	SAMN28703769	PRJNA843104	Klebsiella pneumoniae	Klebsiella	27	23	4	85.185	23	4	3
GCF_023657735.1	SAMN28703768	PRJNA843104	Klebsiella pneumoniae	Klebsiella	19	10	9	52.632	15	2	1
GCF_023657755.1	SAMN28703767	PRJNA843104	Klebsiella pneumoniae	Klebsiella	19	15	4	78.947	19	3	2
GCF_023657775.1	SAMN28703766	PRJNA843104	Klebsiella pneumoniae	Klebsiella	30	26	4	86.667	26	4	3
GCF_023657795.1	SAMN28703765	PRJNA843104	Klebsiella pneumoniae	Klebsiella	16	12	4	75.0	16	2	1
GCF_023657815.1	SAMN28703763	PRJNA843104	Klebsiella pneumoniae	Klebsiella	16	12	4	75.0	16	2	1
GCF_023657835.1	SAMN28703762	PRJNA843104	Klebsiella pneumoniae	Klebsiella	16	12	4	75.0	16	2	1
GCF_023657855.1	SAMN28703761	PRJNA843104	Klebsiella pneumoniae	Klebsiella	16	12	4	75.0	16	2	1
GCF_023657875.1	SAMN28703760	PRJNA843104	Klebsiella pneumoniae	Klebsiella	18	14	4	77.778	18	3	2
GCF_023657895.1	SAMN28703759	PRJNA843104	Klebsiella pneumoniae	Klebsiella	15	11	4	73.333	15	2	1
GCF_023658105.1	SAMN28680540	PRJNA549322	Klebsiella pneumoniae	Klebsiella	16	12	4	75.0	13	2	1
GCF_023658125.1	SAMN28680539	PRJNA549322	Klebsiella pneumoniae	Klebsiella	16	12	4	75.0	13	2	1
GCF_023658145.1	SAMN28680538	PRJNA549322	Klebsiella pneumoniae	Klebsiella	9	5	4	55.556	9	2	1
GCF_023658165.1	SAMN28680537	PRJNA549322	Klebsiella pneumoniae	Klebsiella	12	6	6	50.0	11	3	2
GCF_023658185.1	SAMN28680536	PRJNA549322	Klebsiella pneumoniae	Klebsiella	17	13	4	76.471	14	3	2
GCF_023658205.1	SAMN28680535	PRJNA549322	Klebsiella pneumoniae	Klebsiella	16	12	4	75.0	13	2	1
GCF_023658225.1	SAMN28680534	PRJNA549322	Klebsiella pneumoniae	Klebsiella	17	13	4	76.471	14	3	2
GCF_023658245.1	SAMN28680533	PRJNA549322	Klebsiella pneumoniae	Klebsiella	18	12	6	66.667	15	5	4
GCF_023703815.1	SAMN15547547	PRJNA646592	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_023703835.1	SAMN15547548	PRJNA646592	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_023703855.1	SAMN15547552	PRJNA646592	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_023703875.1	SAMN15547544	PRJNA646592	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_023703895.1	SAMN15547546	PRJNA646592	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_023703915.1	SAMN15547553	PRJNA646592	Klebsiella pneumoniae	Klebsiella	5	0	5	0.0	5	1	0
GCF_023703935.1	SAMN15547569	PRJNA646592	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_023703955.1	SAMN15547571	PRJNA646592	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_023703975.1	SAMN15547568	PRJNA646592	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_023704015.1	SAMN15547541	PRJNA646592	Klebsiella pneumoniae	Klebsiella	7	2	5	28.571	7	2	1
GCF_023704035.1	SAMN15547540	PRJNA646592	Klebsiella africana	Klebsiella	4	0	4	0.0	4	1	0
GCF_023715965.1	SAMN28907143	PRJNA846980	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_023715985.1	SAMN28907142	PRJNA846980	Klebsiella pneumoniae	Klebsiella	7	0	7	0.0	6	1	0
GCF_023734795.1	SAMD00490829	PRJDB13518	Enterobacter hormaechei	Enterobacter	11	7	4	63.636	10	3	2
GCF_023734815.1	SAMD00490830	PRJDB13518	Enterobacter hormaechei	Enterobacter	11	7	4	63.636	10	3	2
GCF_023734835.1	SAMD00490831	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	2	7	22.222	8	2	1
GCF_023734855.1	SAMD00490832	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023734875.1	SAMD00490833	PRJDB13518	Enterobacter hormaechei	Enterobacter	11	7	4	63.636	10	3	2
GCF_023734895.1	SAMD00490835	PRJDB13518	Enterobacter hormaechei	Enterobacter	11	7	4	63.636	10	3	2
GCF_023734915.1	SAMD00490836	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023734935.1	SAMD00490837	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023734955.1	SAMD00490838	PRJDB13518	Enterobacter hormaechei	Enterobacter	10	5	5	50.0	9	2	1
GCF_023734975.1	SAMD00490839	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023734995.1	SAMD00490840	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735015.1	SAMD00490842	PRJDB13518	Enterobacter hormaechei	Enterobacter	11	7	4	63.636	10	3	2
GCF_023735035.1	SAMD00490843	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735055.1	SAMD00490844	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735075.1	SAMD00490845	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735155.1	SAMD00490846	PRJDB13518	Enterobacter hormaechei	Enterobacter	10	5	5	50.0	9	2	1
GCF_023735195.1	SAMD00490847	PRJDB13518	Enterobacter hormaechei	Enterobacter	11	7	4	63.636	10	3	2
GCF_023735215.1	SAMD00490850	PRJDB13518	Enterobacter hormaechei	Enterobacter	10	5	5	50.0	9	2	1
GCF_023735235.1	SAMD00490852	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735255.1	SAMD00490854	PRJDB13518	Enterobacter hormaechei	Enterobacter	11	7	4	63.636	10	3	2
GCF_023735275.1	SAMD00490855	PRJDB13518	Enterobacter hormaechei	Enterobacter	10	5	5	50.0	9	2	1
GCF_023735295.1	SAMD00490856	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735315.1	SAMD00490857	PRJDB13518	Enterobacter hormaechei	Enterobacter	11	7	4	63.636	10	3	2
GCF_023735335.1	SAMD00490858	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	2	7	22.222	8	2	1
GCF_023735355.1	SAMD00490860	PRJDB13518	Enterobacter hormaechei	Enterobacter	11	7	4	63.636	10	3	2
GCF_023735375.1	SAMD00490862	PRJDB13518	Enterobacter hormaechei	Enterobacter	11	7	4	63.636	10	3	2
GCF_023735395.1	SAMD00490863	PRJDB13518	Enterobacter hormaechei	Enterobacter	11	7	4	63.636	10	3	2
GCF_023735435.1	SAMD00490867	PRJDB13518	Enterobacter hormaechei	Enterobacter	11	7	4	63.636	10	3	2
GCF_023735475.1	SAMD00490871	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735495.1	SAMD00490872	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735515.1	SAMD00490873	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735535.1	SAMD00490874	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735615.1	SAMD00490875	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735695.1	SAMD00490877	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735715.1	SAMD00490878	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735735.1	SAMD00490879	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735755.1	SAMD00490880	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735775.1	SAMD00490881	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735795.1	SAMD00490882	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735815.1	SAMD00490883	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735835.1	SAMD00490884	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735855.1	SAMD00490885	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735875.1	SAMD00490886	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735895.1	SAMD00490887	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735915.1	SAMD00490888	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735935.1	SAMD00490889	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735955.1	SAMD00490890	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735975.1	SAMD00490891	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023735995.1	SAMD00490892	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023736015.1	SAMD00490893	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_023796915.1	SAMN28922061	PRJNA847190	Klebsiella pneumoniae	Klebsiella	26	22	4	84.615	16	3	2
GCF_023805415.1	SAMN28918927	PRJNA847058	Enterobacter hormaechei	Enterobacter	23	19	4	82.609	20	3	2
GCF_023822305.1	SAMN25582457	PRJNA802725	Pseudomonas aeruginosa	Pseudomonas	5	0	5	0.0	5	1	0
GCF_023897035.1	SAMN14943915	PRJNA633446	Enterobacter hormaechei	Enterobacter	22	18	4	81.818	19	4	3
GCF_023913555.1	SAMN28986224	PRJNA848135	Klebsiella pneumoniae	Klebsiella	11	6	5	54.545	11	3	2
GCF_023913575.1	SAMN28986236	PRJNA848143	Klebsiella pneumoniae	Klebsiella	21	1	20	4.762	19	2	1
GCF_023913595.1	SAMN28986240	PRJNA848146	Klebsiella pneumoniae	Klebsiella	16	12	4	75.0	15	3	2
GCF_023920005.1	SAMN20966683	PRJNA757547	Klebsiella pneumoniae	Klebsiella	7	3	4	42.857	7	3	2
GCF_023920025.1	SAMN20967641	PRJNA757562	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_023920045.1	SAMN20967708	PRJNA757570	Klebsiella pneumoniae	Klebsiella	2	0	2	0.0	2	1	0
GCF_023920065.1	SAMN20968387	PRJNA757575	Klebsiella pneumoniae	Klebsiella	6	0	6	0.0	6	1	0
GCF_023920245.1	SAMN26096228	PRJNA473419	Klebsiella quasipneumoniae	Klebsiella	9	5	4	55.556	9	3	2
GCF_023920325.1	SAMN26139404	PRJNA473419	Klebsiella pneumoniae	Klebsiella	24	18	6	75.0	21	6	5
GCF_023920605.1	SAMN26208495	PRJNA473419	Enterobacter cloacae	Enterobacter	20	1	19	5.0	19	2	1
GCF_024081805.1	SAMN19589280	PRJNA735573	Klebsiella pneumoniae	Klebsiella	3	0	3	0.0	3	1	0
GCF_024126335.1	SAMN27739533	PRJNA830884	Pseudomonas aeruginosa	Pseudomonas	5	0	5	0.0	5	1	0
GCF_024126355.1	SAMN27739534	PRJNA830884	Pseudomonas aeruginosa	Pseudomonas	4	0	4	0.0	4	1	0
GCF_024134525.1	SAMN28890170	PRJNA846555	Klebsiella quasipneumoniae	Klebsiella	15	11	4	73.333	15	2	1
GCF_024138415.1	SAMN21479087	PRJNA764201	Klebsiella pneumoniae	Klebsiella	8	4	4	50.0	8	2	1
GCF_024138755.1	SAMN18145423	PRJNA707073	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_024138875.1	SAMN18256316	PRJNA713617	Enterobacter cloacae	Enterobacter	30	23	7	76.667	21	5	4
GCF_024138975.1	SAMN18477484	PRJNA717065	Klebsiella pneumoniae	Klebsiella	3	0	3	0.0	3	1	0
GCF_024182005.1	SAMD00490864	PRJDB13518	Enterobacter hormaechei	Enterobacter	11	7	4	63.636	10	3	2
GCF_024182025.1	SAMD00490869	PRJDB13518	Enterobacter hormaechei	Enterobacter	9	5	4	55.556	9	2	1
GCF_024211115.1	SAMN29633644	PRJNA812595	Klebsiella aerogenes	Klebsiella	4	0	4	0.0	4	1	0
GCF_024218835.1	SAMN24667500	PRJNA794990	Enterobacter hormaechei	Enterobacter	2	0	2	0.0	2	1	0
GCF_024223795.1	SAMN29499324	PRJNA855630	Klebsiella pneumoniae	Klebsiella	7	3	4	42.857	6	3	2
GCF_024224355.1	SAMN29499322	PRJNA855630	Klebsiella grimontii	Klebsiella	5	2	3	40.0	5	2	1
GCF_024224875.1	SAMN29499316	PRJNA855630	Klebsiella pneumoniae	Klebsiella	6	2	4	33.333	5	2	1
GCF_024225115.1	SAMN29499319	PRJNA855630	Klebsiella michiganensis	Klebsiella	6	2	4	33.333	6	2	1
GCF_024226435.1	SAMN29499311	PRJNA855630	Klebsiella pneumoniae	Klebsiella	6	2	4	33.333	5	2	1
GCF_024226755.1	SAMN29499314	PRJNA855630	Klebsiella pneumoniae	Klebsiella	7	3	4	42.857	6	3	2
GCF_024227055.1	SAMN29499315	PRJNA855630	Klebsiella pneumoniae	Klebsiella	6	2	4	33.333	5	2	1
GCF_024266805.1	SAMN29513587	PRJNA855990	Pseudomonas aeruginosa	Pseudomonas	5	0	5	0.0	5	1	0
GCF_024266915.1	SAMN28550649	PRJNA839732	Pseudomonas aeruginosa	Pseudomonas	8	3	5	37.5	7	2	1
GCF_024266935.1	SAMN28550875	PRJNA839735	Pseudomonas aeruginosa	Pseudomonas	8	3	5	37.5	7	2	1
GCF_024299245.1	SAMN26245098	PRJNA810335	Klebsiella pneumoniae	Klebsiella	12	5	7	41.667	10	2	1
GCF_024300845.1	SAMN27119722	PRJNA721782	Pseudomonas aeruginosa	Pseudomonas	6	1	5	16.667	6	2	1
GCF_024346655.1	SAMN17173497	PRJNA688319	Klebsiella pneumoniae	Klebsiella	13	7	6	53.846	12	2	1
GCF_024346695.1	SAMN17173567	PRJNA688325	Klebsiella pneumoniae	Klebsiella	13	7	6	53.846	11	2	1
GCF_024346735.1	SAMN17173614	PRJNA688329	Klebsiella pneumoniae	Klebsiella	16	10	6	62.5	14	3	2
GCF_024346775.1	SAMN17173631	PRJNA688350	Klebsiella pneumoniae	Klebsiella	16	10	6	62.5	14	2	1
GCF_024346815.1	SAMN17173807	PRJNA688362	Klebsiella pneumoniae	Klebsiella	13	9	4	69.231	12	3	2
GCF_024346855.1	SAMN17173860	PRJNA688366	Klebsiella pneumoniae	Klebsiella	22	18	4	81.818	18	3	2
GCF_024346895.1	SAMN17174001	PRJNA688379	Klebsiella pneumoniae	Klebsiella	15	3	12	20.0	12	2	1
GCF_024347755.1	SAMD00446295	PRJDB13144	Klebsiella quasipneumoniae	Klebsiella	14	10	4	71.429	13	3	2
GCF_024347795.1	SAMD00446297	PRJDB13144	Klebsiella quasipneumoniae	Klebsiella	18	14	4	77.778	14	4	3
GCF_024347815.1	SAMD00446298	PRJDB13144	Klebsiella quasipneumoniae	Klebsiella	18	14	4	77.778	14	4	3
GCF_024396595.1	SAMN26148623	PRJNA809128	Klebsiella michiganensis	Klebsiella	4	0	4	0.0	4	1	0
GCF_024396855.1	SAMN19931439	PRJNA858218	Klebsiella pneumoniae	Klebsiella	11	7	4	63.636	10	2	1
GCF_024396875.1	SAMN19931475	PRJNA858218	Klebsiella pneumoniae	Klebsiella	29	25	4	86.207	24	4	3
GCF_024396895.1	SAMN19931468	PRJNA858218	Klebsiella pneumoniae	Klebsiella	37	25	12	67.568	30	5	4
GCF_024396915.1	SAMN19931465	PRJNA858218	Klebsiella pneumoniae	Klebsiella	28	20	8	71.429	23	2	1
GCF_024397075.1	SAMN19931463	PRJNA858218	Klebsiella pneumoniae	Klebsiella	10	6	4	60.0	9	2	1
GCF_024397235.1	SAMN19931444	PRJNA858218	Klebsiella pneumoniae	Klebsiella	20	16	4	80.0	17	3	2
GCF_024397355.1	SAMN29762331	PRJNA858973	Pseudomonas aeruginosa	Pseudomonas	5	0	5	0.0	5	1	0
GCF_024397375.1	SAMN29762457	PRJNA858984	Klebsiella pneumoniae	Klebsiella	8	4	4	50.0	8	2	1
GCF_024397815.1	SAMN18721477	PRJNA721588	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_024398905.1	SAMN19036487	PRJNA579943	Klebsiella pneumoniae	Klebsiella	3	1	2	33.333	3	2	1
GCF_024494485.1	SAMN29855872	PRJNA860654	Pseudomonas asiatica	Pseudomonas	40	25	15	62.5	26	2	1
GCF_024496125.1	SAMN29889746	PRJNA861119	Klebsiella pneumoniae	Klebsiella	14	10	4	71.429	13	3	2
GCF_024496145.1	SAMN29889745	PRJNA861119	Klebsiella pneumoniae	Klebsiella	16	14	2	87.5	10	4	3
GCF_024496165.1	SAMN29889747	PRJNA861119	Klebsiella pneumoniae	Klebsiella	22	20	2	90.909	20	5	4
GCF_024496185.1	SAMN29889748	PRJNA861119	Klebsiella pneumoniae	Klebsiella	14	10	4	71.429	13	3	2
GCF_024496205.1	SAMN29889749	PRJNA861119	Klebsiella pneumoniae	Klebsiella	6	2	4	33.333	6	2	1
GCF_024496265.1	SAMN29894129	PRJNA673369	Klebsiella pneumoniae	Klebsiella	14	8	6	57.143	11	3	2
GCF_024498655.1	SAMN24394412	PRJNA792222	Klebsiella pneumoniae	Klebsiella	13	11	2	84.615	12	3	2
GCF_024498895.1	SAMN24790942	PRJNA795853	Klebsiella pneumoniae	Klebsiella	12	10	2	83.333	12	2	1
GCF_024505665.1	SAMN29785854	PRJNA859500	Klebsiella pneumoniae	Klebsiella	11	6	5	54.545	10	4	3
GCF_024507915.1	SAMN29939564	PRJNA607328	Pseudomonas aeruginosa	Pseudomonas	5	0	5	0.0	5	1	0
GCF_024507955.1	SAMN29939566	PRJNA607328	Pseudomonas aeruginosa	Pseudomonas	5	0	5	0.0	5	1	0
GCF_024579815.1	SAMN29856549	PRJNA860713	Klebsiella pneumoniae	Klebsiella	38	34	4	89.474	35	4	3
GCF_024584455.1	SAMN30074620	PRJNA864575	Klebsiella pneumoniae	Klebsiella	14	12	2	85.714	13	3	2
GCF_024584475.1	SAMN30074657	PRJNA864578	Klebsiella pneumoniae	Klebsiella	14	12	2	85.714	13	3	2
GCF_024584495.1	SAMN30074508	PRJNA864563	Pseudomonas aeruginosa	Pseudomonas	14	0	14	0.0	11	1	0
GCF_024585185.1	SAMN09519602	PRJNA478567	Klebsiella pneumoniae	Klebsiella	40	36	4	90.0	27	4	3
GCF_024585205.1	SAMN09519601	PRJNA478567	Klebsiella pneumoniae	Klebsiella	37	21	16	56.757	27	3	2
GCF_024585225.1	SAMN09519600	PRJNA478567	Klebsiella pneumoniae	Klebsiella	40	36	4	90.0	27	4	3
GCF_024585245.1	SAMN09519599	PRJNA478567	Klebsiella pneumoniae	Klebsiella	42	38	4	90.476	29	4	3
GCF_024585325.1	SAMN28200646	PRJNA837392	Enterobacter hormaechei	Enterobacter	37	34	3	91.892	26	4	3
GCF_024599655.1	SAMN29928038	PRJNA861833	Enterobacter asburiae	Enterobacter	4	0	4	0.0	4	1	0
GCF_024599795.1	SAMN29928042	PRJNA861833	Enterobacter cloacae	Enterobacter	4	0	4	0.0	4	1	0
GCF_024628885.1	SAMN30114398	PRJNA865496	Klebsiella pneumoniae	Klebsiella	13	11	2	84.615	12	4	3
GCF_024637895.1	SAMN27028875	PRJNA692086	Klebsiella pneumoniae	Klebsiella	22	18	4	81.818	20	3	2
GCF_024637995.1	SAMN28422337	PRJNA838426	Klebsiella pneumoniae	Klebsiella	17	12	5	70.588	16	5	4
GCF_024652825.1	SAMN30160479	PRJNA716566	Klebsiella pneumoniae	Klebsiella	4	0	4	0.0	4	1	0
GCF_024652905.1	SAMN30115167	PRJNA865516	Pseudomonas oryzihabitans	Pseudomonas	7	7	0	100.0	2	2	2
GCF_024652945.3	SAMN30160590	PRJNA866310	Pseudomonas aeruginosa	Pseudomonas	25	20	5	80.0	19	3	2
GCF_024661995.1	SAMN29482475	PRJNA855143	Klebsiella aerogenes	Klebsiella	4	0	4	0.0	4	1	0
GCF_024666265.1	SAMN30176384	PRJNA866984	Klebsiella pneumoniae	Klebsiella	17	12	5	70.588	16	3	2
GCF_024666505.1	SAMN30176386	PRJNA866985	Klebsiella pneumoniae	Klebsiella	20	16	4	80.0	19	3	2
GCF_024730825.1	SAMN30309188	PRJNA869507	Klebsiella pneumoniae	Klebsiella	17	13	4	76.471	14	2	1
GCF_024730945.1	SAMN30309189	PRJNA869509	Klebsiella pneumoniae	Klebsiella	14	10	4	71.429	13	3	2
GCF_024731085.1	SAMN30309203	PRJNA869512	Klebsiella pneumoniae	Klebsiella	7	3	4	42.857	7	2	1
GCF_024734135.1	SAMN28054358	PRJNA834640	Klebsiella pneumoniae	Klebsiella	40	36	4	90.0	30	7	6
GCF_024734155.1	SAMN28054359	PRJNA834640	Klebsiella pneumoniae	Klebsiella	24	20	4	83.333	22	5	4
GCF_024734175.1	SAMN28054360	PRJNA834640	Klebsiella pneumoniae	Klebsiella	24	20	4	83.333	22	5	4
GCF_024734195.1	SAMN28054362	PRJNA834640	Klebsiella pneumoniae	Klebsiella	9	2	7	22.222	9	2	1
GCF_024734215.1	SAMN28054363	PRJNA834640	Klebsiella pneumoniae	Klebsiella	9	2	7	22.222	9	2	1
GCF_024734235.1	SAMN28054357	PRJNA834640	Klebsiella quasipneumoniae	Klebsiella	20	16	4	80.0	19	3	2
GCF_024734255.1	SAMN28054361	PRJNA834640	Klebsiella quasipneumoniae	Klebsiella	17	13	4	76.471	17	3	2
GCF_024734275.1	SAMN28054364	PRJNA834640	Klebsiella quasipneumoniae	Klebsiella	17	13	4	76.471	17	3	2
GCF_024734295.1	SAMN30333744	PRJNA869910	Klebsiella quasipneumoniae	Klebsiella	14	10	4	71.429	14	3	2
GCF_024734755.1	SAMN30333623	PRJNA754843	Klebsiella pneumoniae	Klebsiella	10	6	4	60.0	10	2	1
GCF_024734795.1	SAMN30333621	PRJNA754843	Pseudomonas aeruginosa	Pseudomonas	15	0	15	0.0	12	1	0
GCF_024734815.1	SAMN30333620	PRJNA754843	Pseudomonas aeruginosa	Pseudomonas	5	0	5	0.0	5	1	0
GCF_024741815.1	SAMN30287836	PRJNA869181	Pseudomonas sp.	Pseudomonas	1	0	1	0.0	1	1	0
GCF_024750555.1	SAMN30381623	PRJNA870671	Klebsiella pneumoniae	Klebsiella	31	27	4	87.097	30	5	4
GCF_024750575.1	SAMN30381632	PRJNA870675	Klebsiella pneumoniae	Klebsiella	13	9	4	69.231	13	3	2
GCF_024758605.1	SAMN19717179	PRJNA737586	Klebsiella pneumoniae	Klebsiella	13	9	4	69.231	13	3	2
GCF_024762135.1	SAMN30403289	PRJNA871048	Klebsiella pneumoniae	Klebsiella	16	12	4	75.0	15	5	4
GCF_024803445.1	SAMN30408259	PRJNA871104	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_024803465.1	SAMN30408256	PRJNA871104	Klebsiella variicola	Klebsiella	4	0	4	0.0	4	1	0
GCF_024803805.1	SAMN27066003	PRJNA821336	Pseudomonas aeruginosa	Pseudomonas	14	9	5	64.286	13	2	1
GCF_024917255.1	SAMN28174066	PRJNA836696	Klebsiella pneumoniae	Klebsiella	47	12	35	25.532	16	2	1
GCF_024917295.1	SAMN28174081	PRJNA836696	Klebsiella michiganensis	Klebsiella	24	19	5	79.167	17	3	2
GCF_024917315.1	SAMN28173991	PRJNA836696	Enterobacter hormaechei	Enterobacter	4	0	4	0.0	4	1	0
GCF_024917415.1	SAMN28174049	PRJNA836696	Klebsiella pneumoniae	Klebsiella	30	12	18	40.0	16	2	1
GCF_024917435.1	SAMN28173994	PRJNA836696	Klebsiella pneumoniae	Klebsiella	17	13	4	76.471	16	2	1
GCF_024917495.1	SAMN28174036	PRJNA836696	Klebsiella pneumoniae	Klebsiella	22	12	10	54.545	16	2	1
GCF_024917515.1	SAMN28174070	PRJNA836696	Klebsiella pneumoniae	Klebsiella	13	9	4	69.231	11	2	1
