assembly_accession	assembly_version	replicon_accession	replicon_name	replicon_length	topology	species	genus	bioproject_accession	n_chromosomal_arg_occurrences	n_context_blocks	download_url	local_filename	expected_checksum
GCF_030490635.1	GCF_030490635.1	NZ_CP129871.1	chromosome	4765236	circular	Klebsiella pneumoniae	Klebsiella	PRJNA990923	2	2	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP129871.1&rettype=fasta&retmode=text	NZ_CP129871.1.fna	
GCF_030490655.1	GCF_030490655.1	NZ_CP129869.1	chromosome	5541302	circular	Klebsiella pneumoniae	Klebsiella	PRJNA990923	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP129869.1&rettype=fasta&retmode=text	NZ_CP129869.1.fna	
GCF_030490675.1	GCF_030490675.1	NZ_CP129855.1	chromosome	4955421	circular	Klebsiella pneumoniae	Klebsiella	PRJNA990923	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP129855.1&rettype=fasta&retmode=text	NZ_CP129855.1.fna	
GCF_030490695.1	GCF_030490695.1	NZ_CP129835.1	chromosome	5464048	circular	Klebsiella pneumoniae	Klebsiella	PRJNA990923	6	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP129835.1&rettype=fasta&retmode=text	NZ_CP129835.1.fna	
GCF_030490715.1	GCF_030490715.1	NZ_CP129838.1	chromosome	5468098	circular	Klebsiella pneumoniae	Klebsiella	PRJNA990923	6	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP129838.1&rettype=fasta&retmode=text	NZ_CP129838.1.fna	
GCF_030506095.1	GCF_030506095.1	NZ_CP130258.1	chromosome	5423034	circular	Klebsiella pneumoniae	Klebsiella	PRJNA941969	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP130258.1&rettype=fasta&retmode=text	NZ_CP130258.1.fna	
GCF_030506115.1	GCF_030506115.1	NZ_CP130264.1	chromosome	5422670	circular	Klebsiella pneumoniae	Klebsiella	PRJNA941969	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP130264.1&rettype=fasta&retmode=text	NZ_CP130264.1.fna	
GCF_030534295.1	GCF_030534295.1	NZ_CP130561.1	chromosome	5103846	circular	Klebsiella pneumoniae	Klebsiella	PRJNA994841	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP130561.1&rettype=fasta&retmode=text	NZ_CP130561.1.fna	
GCF_030544725.1	GCF_030544725.1	NZ_CP092278.1	chromosome	5270473	circular	Klebsiella pneumoniae	Klebsiella	PRJNA806512	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP092278.1&rettype=fasta&retmode=text	NZ_CP092278.1.fna	
GCF_030544975.1	GCF_030544975.1	NZ_CP092272.1	chromosome	5533254	circular	Klebsiella pneumoniae	Klebsiella	PRJNA806512	10	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP092272.1&rettype=fasta&retmode=text	NZ_CP092272.1.fna	
GCF_030552935.1	GCF_030552935.1	NZ_CP130662.1	chromosome	5612620	circular	Klebsiella pneumoniae	Klebsiella	PRJNA997112	8	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP130662.1&rettype=fasta&retmode=text	NZ_CP130662.1.fna	
GCF_030552975.1	GCF_030552975.1	NZ_CP130674.1	chromosome	5277676	circular	Klebsiella pneumoniae	Klebsiella	PRJNA996717	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP130674.1&rettype=fasta&retmode=text	NZ_CP130674.1.fna	
GCF_030552995.1	GCF_030552995.1	NZ_CP130685.1	chromosome	5424169	circular	Klebsiella pneumoniae	Klebsiella	PRJNA995051	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP130685.1&rettype=fasta&retmode=text	NZ_CP130685.1.fna	
GCF_030553015.1	GCF_030553015.1	NZ_CP130693.1	chromosome	5477323	circular	Klebsiella pneumoniae	Klebsiella	PRJNA995051	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP130693.1&rettype=fasta&retmode=text	NZ_CP130693.1.fna	
GCF_030582295.1	GCF_030582295.1	NZ_CP099519.1	chromosome	5273117	circular	Klebsiella pneumoniae	Klebsiella	PRJNA692086	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP099519.1&rettype=fasta&retmode=text	NZ_CP099519.1.fna	
GCF_030644545.1	GCF_030644545.1	NZ_CP085097.1	chromosome	5245077	circular	Klebsiella pneumoniae	Klebsiella	PRJNA769247	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP085097.1&rettype=fasta&retmode=text	NZ_CP085097.1.fna	
GCF_030644565.1	GCF_030644565.1	NZ_CP085101.1	chromosome	5273997	circular	Klebsiella pneumoniae	Klebsiella	PRJNA769247	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP085101.1&rettype=fasta&retmode=text	NZ_CP085101.1.fna	
GCF_030644585.1	GCF_030644585.1	NZ_CP085103.1	chromosome	5303093	circular	Klebsiella pneumoniae	Klebsiella	PRJNA769247	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP085103.1&rettype=fasta&retmode=text	NZ_CP085103.1.fna	
GCF_030644605.1	GCF_030644605.1	NZ_CP085033.1	chromosome	5312007	circular	Klebsiella pneumoniae	Klebsiella	PRJNA769247	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP085033.1&rettype=fasta&retmode=text	NZ_CP085033.1.fna	
GCF_030644625.1	GCF_030644625.1	NZ_CP085099.1	chromosome	5197806	circular	Klebsiella pneumoniae	Klebsiella	PRJNA769247	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP085099.1&rettype=fasta&retmode=text	NZ_CP085099.1.fna	
GCF_030685615.1	GCF_030685615.1	NZ_CP131487.1	chromosome	5350988	circular	Klebsiella pneumoniae	Klebsiella	PRJNA1000265	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP131487.1&rettype=fasta&retmode=text	NZ_CP131487.1.fna	
GCF_030685635.1	GCF_030685635.1	NZ_CP131488.1	chromosome	5451191	circular	Klebsiella pneumoniae	Klebsiella	PRJNA1000269	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP131488.1&rettype=fasta&retmode=text	NZ_CP131488.1.fna	
GCF_030704345.1	GCF_030704345.1	NZ_CP131955.1	chromosome	5467682	circular	Klebsiella pneumoniae	Klebsiella	PRJNA1000767	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP131955.1&rettype=fasta&retmode=text	NZ_CP131955.1.fna	
GCF_030717705.1	GCF_030717705.1	NZ_CP132048.1	chromosome	5506140	circular	Klebsiella pneumoniae	Klebsiella	PRJNA985853	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132048.1&rettype=fasta&retmode=text	NZ_CP132048.1.fna	
GCF_030717725.1	GCF_030717725.1	NZ_CP132042.1	chromosome	5429661	circular	Klebsiella pneumoniae	Klebsiella	PRJNA985853	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132042.1&rettype=fasta&retmode=text	NZ_CP132042.1.fna	
GCF_030845375.1	GCF_030845375.1	NZ_CP132603.1	chromosome	5045819	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132603.1&rettype=fasta&retmode=text	NZ_CP132603.1.fna	
GCF_030845395.1	GCF_030845395.1	NZ_CP132606.1	chromosome	5405835	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132606.1&rettype=fasta&retmode=text	NZ_CP132606.1.fna	
GCF_030845415.1	GCF_030845415.1	NZ_CP132609.1	chromosome	5338921	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132609.1&rettype=fasta&retmode=text	NZ_CP132609.1.fna	
GCF_030845435.1	GCF_030845435.1	NZ_CP132613.1	chromosome	5460273	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132613.1&rettype=fasta&retmode=text	NZ_CP132613.1.fna	
GCF_030845455.1	GCF_030845455.1	NZ_CP132615.1	chromosome	5359510	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132615.1&rettype=fasta&retmode=text	NZ_CP132615.1.fna	
GCF_030845475.1	GCF_030845475.1	NZ_CP132618.1	chromosome	5373041	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132618.1&rettype=fasta&retmode=text	NZ_CP132618.1.fna	
GCF_030845495.1	GCF_030845495.1	NZ_CP132621.1	chromosome	5469486	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132621.1&rettype=fasta&retmode=text	NZ_CP132621.1.fna	
GCF_030845515.1	GCF_030845515.1	NZ_CP132623.1	chromosome	5421761	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132623.1&rettype=fasta&retmode=text	NZ_CP132623.1.fna	
GCF_030845535.1	GCF_030845535.1	NZ_CP132629.1	chromosome	5459030	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132629.1&rettype=fasta&retmode=text	NZ_CP132629.1.fna	
GCF_030845555.1	GCF_030845555.1	NZ_CP132631.1	chromosome	5330369	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132631.1&rettype=fasta&retmode=text	NZ_CP132631.1.fna	
GCF_030845575.1	GCF_030845575.1	NZ_CP132634.1	chromosome	5340491	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132634.1&rettype=fasta&retmode=text	NZ_CP132634.1.fna	
GCF_030845595.1	GCF_030845595.1	NZ_CP132638.1	chromosome	5340492	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132638.1&rettype=fasta&retmode=text	NZ_CP132638.1.fna	
GCF_030845615.1	GCF_030845615.1	NZ_CP132645.1	chromosome	5339724	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132645.1&rettype=fasta&retmode=text	NZ_CP132645.1.fna	
GCF_030845635.1	GCF_030845635.1	NZ_CP132649.1	chromosome	5192349	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132649.1&rettype=fasta&retmode=text	NZ_CP132649.1.fna	
GCF_030845655.1	GCF_030845655.1	NZ_CP132651.1	chromosome	5281601	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132651.1&rettype=fasta&retmode=text	NZ_CP132651.1.fna	
GCF_030845675.1	GCF_030845675.1	NZ_CP132653.1	chromosome	5525412	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132653.1&rettype=fasta&retmode=text	NZ_CP132653.1.fna	
GCF_030845695.1	GCF_030845695.1	NZ_CP132660.1	chromosome	5336117	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	11	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132660.1&rettype=fasta&retmode=text	NZ_CP132660.1.fna	
GCF_030845715.1	GCF_030845715.1	NZ_CP132664.1	chromosome	5267492	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132664.1&rettype=fasta&retmode=text	NZ_CP132664.1.fna	
GCF_030845735.1	GCF_030845735.1	NZ_CP132669.1	chromosome	5368317	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	12	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132669.1&rettype=fasta&retmode=text	NZ_CP132669.1.fna	
GCF_030845755.1	GCF_030845755.1	NZ_CP132670.1	chromosome	5243745	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132670.1&rettype=fasta&retmode=text	NZ_CP132670.1.fna	
GCF_030845775.1	GCF_030845775.1	NZ_CP132673.1	chromosome	5256973	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132673.1&rettype=fasta&retmode=text	NZ_CP132673.1.fna	
GCF_030845795.1	GCF_030845795.1	NZ_CP132675.1	chromosome	5277458	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132675.1&rettype=fasta&retmode=text	NZ_CP132675.1.fna	
GCF_030845815.1	GCF_030845815.1	NZ_CP132679.1	chromosome	5460895	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132679.1&rettype=fasta&retmode=text	NZ_CP132679.1.fna	
GCF_030845835.1	GCF_030845835.1	NZ_CP132683.1	chromosome	5537546	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132683.1&rettype=fasta&retmode=text	NZ_CP132683.1.fna	
GCF_030845855.1	GCF_030845855.1	NZ_CP132688.1	chromosome	5334175	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132688.1&rettype=fasta&retmode=text	NZ_CP132688.1.fna	
GCF_030845875.1	GCF_030845875.1	NZ_CP132691.1	chromosome	5254233	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132691.1&rettype=fasta&retmode=text	NZ_CP132691.1.fna	
GCF_030845895.1	GCF_030845895.1	NZ_CP132694.1	chromosome	5152877	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132694.1&rettype=fasta&retmode=text	NZ_CP132694.1.fna	
GCF_030845915.1	GCF_030845915.1	NZ_CP132702.1	chromosome	5254231	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132702.1&rettype=fasta&retmode=text	NZ_CP132702.1.fna	
GCF_030845935.1	GCF_030845935.1	NZ_CP132705.1	chromosome	5610859	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	10	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132705.1&rettype=fasta&retmode=text	NZ_CP132705.1.fna	
GCF_030845955.1	GCF_030845955.1	NZ_CP132709.1	chromosome	5178435	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	10	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132709.1&rettype=fasta&retmode=text	NZ_CP132709.1.fna	
GCF_030845975.1	GCF_030845975.1	NZ_CP132713.1	chromosome	5215912	circular	Klebsiella pneumoniae	Klebsiella	PRJNA981468	6	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132713.1&rettype=fasta&retmode=text	NZ_CP132713.1.fna	
GCF_030846055.1	GCF_030846055.1	NZ_CP132726.1	chromosome	5266515	circular	Klebsiella pneumoniae	Klebsiella	PRJNA1004410	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132726.1&rettype=fasta&retmode=text	NZ_CP132726.1.fna	
GCF_030846075.1	GCF_030846075.1	NZ_CP132736.1	chromosome	5138005	circular	Klebsiella pneumoniae	Klebsiella	PRJNA1004410	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132736.1&rettype=fasta&retmode=text	NZ_CP132736.1.fna	
GCF_030847575.1	GCF_030847575.1	NZ_CP079852.1	chromosome	5188684	circular	Klebsiella pneumoniae	Klebsiella	PRJNA747748	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP079852.1&rettype=fasta&retmode=text	NZ_CP079852.1.fna	
GCF_030848965.1	GCF_030848965.1	NZ_CP132946.1	chromosome	5320041	circular	Klebsiella pneumoniae	Klebsiella	PRJNA1004578	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132946.1&rettype=fasta&retmode=text	NZ_CP132946.1.fna	
GCF_030863585.1	GCF_030863585.1	NZ_CP101119.1	chromosome	5550873	circular	Klebsiella pneumoniae	Klebsiella	PRJNA833550	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP101119.1&rettype=fasta&retmode=text	NZ_CP101119.1.fna	
GCF_030863985.1	GCF_030863985.1	NZ_CP132987.1	chromosome	5127477	circular	Klebsiella pneumoniae	Klebsiella	PRJNA1001124	2	2	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132987.1&rettype=fasta&retmode=text	NZ_CP132987.1.fna	
GCF_030866865.1	GCF_030866865.1	NZ_CP132990.1	chromosome	5126755	circular	Klebsiella pneumoniae	Klebsiella	PRJNA1001124	2	2	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP132990.1&rettype=fasta&retmode=text	NZ_CP132990.1.fna	
GCF_031312745.1	GCF_031312745.1	NZ_CP103062.1	chromosome	5472092	circular	Klebsiella pneumoniae	Klebsiella	PRJNA871072	6	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP103062.1&rettype=fasta&retmode=text	NZ_CP103062.1.fna	
GCF_031326245.1	GCF_031326245.1	NZ_CP133744.1	chromosome	5482486	circular	Klebsiella pneumoniae	Klebsiella	PRJNA1010831	5	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP133744.1&rettype=fasta&retmode=text	NZ_CP133744.1.fna	
GCF_031326265.1	GCF_031326265.1	NZ_CP133749.1	chromosome	5485592	circular	Klebsiella pneumoniae	Klebsiella	PRJNA1010831	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP133749.1&rettype=fasta&retmode=text	NZ_CP133749.1.fna	
GCF_031326285.1	GCF_031326285.1	NZ_CP133739.1	chromosome	5440179	circular	Klebsiella pneumoniae	Klebsiella	PRJNA1010831	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP133739.1&rettype=fasta&retmode=text	NZ_CP133739.1.fna	
GCF_031357205.1	GCF_031357205.1	NZ_CP125891.1	chromosome	5200960	circular	Klebsiella pneumoniae	Klebsiella	PRJNA972347	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP125891.1&rettype=fasta&retmode=text	NZ_CP125891.1.fna	
GCF_031357365.1	GCF_031357365.1	NZ_CP125893.1	chromosome	5328471	circular	Klebsiella pneumoniae	Klebsiella	PRJNA972348	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP125893.1&rettype=fasta&retmode=text	NZ_CP125893.1.fna	
GCF_031432775.1	GCF_031432775.1	NZ_CP133847.1	chromosome	5310652	circular	Klebsiella pneumoniae	Klebsiella	PRJNA1010831	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP133847.1&rettype=fasta&retmode=text	NZ_CP133847.1.fna	
GCF_031432915.1	GCF_031432915.1	NZ_CP133868.1	chromosome	5304018	circular	Klebsiella pneumoniae	Klebsiella	PRJNA1010831	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP133868.1&rettype=fasta&retmode=text	NZ_CP133868.1.fna	
GCF_031676375.1	GCF_031676375.1	NZ_CP131916.1	chromosome	5536915	circular	Klebsiella pneumoniae	Klebsiella	PRJNA1000727	8	5	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP131916.1&rettype=fasta&retmode=text	NZ_CP131916.1.fna	
GCF_031885215.1	GCF_031885215.1	NZ_CP134807.1	chromosome	5481405	circular	Klebsiella pneumoniae	Klebsiella	PRJNA1018462	2	2	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP134807.1&rettype=fasta&retmode=text	NZ_CP134807.1.fna	
GCF_032248875.1	GCF_032248875.1	NZ_CP135165.1	chromosome	5260925	circular	Klebsiella pneumoniae	Klebsiella	PRJNA1018721	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP135165.1&rettype=fasta&retmode=text	NZ_CP135165.1.fna	
GCF_032253935.1	GCF_032253935.1	NZ_CP135186.1	chromosome	5334759	circular	Klebsiella pneumoniae	Klebsiella	PRJNA1020101	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP135186.1&rettype=fasta&retmode=text	NZ_CP135186.1.fna	
GCF_032343715.1	GCF_032343715.1	NZ_CP135508.1	chromosome	5540133	circular	Klebsiella pneumoniae	Klebsiella	PRJNA1020811	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP135508.1&rettype=fasta&retmode=text	NZ_CP135508.1.fna	
GCF_032344435.1	GCF_032344435.1	NZ_CP135454.1	chromosome	5383377	circular	Klebsiella pneumoniae	Klebsiella	PRJNA1020811	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP135454.1&rettype=fasta&retmode=text	NZ_CP135454.1.fna	
GCF_032348595.1	GCF_032348595.1	NZ_CP135481.1	chromosome	5313174	circular	Klebsiella pneumoniae	Klebsiella	PRJNA1020811	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP135481.1&rettype=fasta&retmode=text	NZ_CP135481.1.fna	
GCF_032463405.1	GCF_032463405.1	NZ_CP135999.1	chromosome	5402231	circular	Klebsiella pneumoniae	Klebsiella	PRJNA800017	6	4	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP135999.1&rettype=fasta&retmode=text	NZ_CP135999.1.fna	
GCF_032680825.1	GCF_032680825.1	NZ_CP136254.1	chromosome	5321121	circular	Klebsiella pneumoniae	Klebsiella	PRJNA983216	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP136254.1&rettype=fasta&retmode=text	NZ_CP136254.1.fna	
GCF_032680845.1	GCF_032680845.1	NZ_CP136252.1	chromosome	5319333	circular	Klebsiella pneumoniae	Klebsiella	PRJNA983216	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP136252.1&rettype=fasta&retmode=text	NZ_CP136252.1.fna	
GCF_032681225.1	GCF_032681225.1	NZ_CP136267.1	chromosome	5479169	circular	Klebsiella pneumoniae	Klebsiella	PRJNA1024078	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP136267.1&rettype=fasta&retmode=text	NZ_CP136267.1.fna	
GCF_032759475.1	GCF_032759475.1	NZ_CP136405.1	chromosome	5260706	circular	Klebsiella pneumoniae	Klebsiella	PRJNA1023934	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP136405.1&rettype=fasta&retmode=text	NZ_CP136405.1.fna	
GCF_032807725.1	GCF_032807725.1	NZ_CP136532.1	chromosome	5515480	circular	Klebsiella pneumoniae	Klebsiella	PRJNA1023973	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP136532.1&rettype=fasta&retmode=text	NZ_CP136532.1.fna	
GCF_032826355.1	GCF_032826355.1	NZ_CP133875.1	chromosome	5386379	circular	Klebsiella pneumoniae	Klebsiella	PRJNA528846	4	3	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=nuccore&id=NZ_CP133875.1&rettype=fasta&retmode=text	NZ_CP133875.1.fna	
